Number,MP_id,Chemical Formula,Bv,Br,Gr,poisson_ratio,Rx,Aw,H_predicted,e_above_hull
91        ,mp-1029739,Li6FeN4   ,      84.0,      83.0,69.0      ,0.17      ,1.67      ,25.597566666666665,    11.209,         0
92        ,mp-1029750,Sr3RuN3   ,      62.0,      61.0,35.0      ,0.26      ,2.19      ,67.56556666666667,     4.688,         0
93        ,mp-1029779,ZnGeN2    ,     150.0,     147.0,74.0      ,0.29      ,1.42      ,50.685233333333336,    11.929,0.06859042374999991
94        ,mp-1029782,Ca3W3N5   ,     112.0,     108.0,46.0      ,0.31      ,1.94      ,79.30823333333333,     8.698,0.0026632931818149075
95        ,mp-1029799,Sr4TiN4   ,      73.0,      73.0,30.0      ,0.3       ,2.19      ,49.83123333333333,     5.266,         0
96        ,mp-1029826,Li6OsN4   ,      85.0,      83.0,64.0      ,0.2       ,1.85      ,70.39256666666667,     9.581,         0
97        ,mp-1029834,HfMgN2    ,     158.0,     155.0,62.0      ,0.29      ,2.08      ,72.26723333333334,    13.781,         0
98        ,mp-1029878,SrMnN2    ,      95.0,      90.0,22.0      ,0.36      ,2.19      ,52.18824833333333,     7.498,         0
99        ,mp-1029903,LiNbN2    ,     120.0,     104.0,50.0      ,0.28      ,1.98      ,  37.95136,    10.498,         0
100       ,mp-1029932,LiVN2     ,      82.0,      79.0,44.0      ,0.26      ,1.71      ,23.963066666666666,      6.58,         0
101       ,mp-10322  ,BaHfN2    ,     107.0,     101.0,39.0      ,0.32      ,2.53      ,109.94123333333334,     8.394,         0
102       ,mp-10371  ,Cr2GaN    ,     173.0,     170.0,78.0      ,0.3       ,1.66      ,45.24193333333333,    13.221,0.040306614999999546
103       ,mp-10373  ,Cr3PdN    ,     225.0,     225.0,132.0     ,0.25      ,1.69      ,57.474266666666665,    19.291,0.07799104533333434
104       ,mp-10374  ,Cr3PtN    ,     267.0,     267.0,155.0     ,0.25      ,1.77      ,87.02893333333334,    22.683,         0
105       ,mp-10675  ,Ti3AlN    ,     163.0,     163.0,42.0      ,0.37      ,1.76      ,29.618412866666663,    11.416,0.016370362666664917
106       ,mp-10732  ,ThTaN3    ,     242.0,     242.0,129.0     ,0.27      ,2.0       , 142.33088,    19.815,0.23132236950000085
107       ,mp-11583  ,Zr2SN2    ,     160.0,     159.0,68.0      ,0.31      ,2.06      ,45.765233333333335,     11.67,         0
108       ,mp-11661  ,Zr3N4     ,     195.0,     195.0,111.0     ,0.26      ,2.06      ,  52.61535,     15.94,0.04505656285714288
109       ,mp-12120  ,FeN       ,     280.0,     273.0,163.0     ,0.25      ,1.56      ,  34.92585,    22.745,0.34965056749999945
110       ,mp-1279   ,TaN       ,     307.0,     306.0,180.0     ,0.25      ,2.0       ,  97.47729,    25.218,         0
111       ,mp-12906  ,Sr3CrN3   ,      52.0,      48.0,31.0      ,0.24      ,2.19      ,51.207600000000006,     4.097,         0
112       ,mp-13099  ,YN        ,     115.0,     115.0,35.0      ,0.35      ,2.12      , 51.456275,     8.258,0.2477099099999993
113       ,mp-13117  ,CuN       ,     206.0,     206.0,26.0      ,0.44      ,1.45      ,  38.77635,    16.578,0.7844672088100006
114       ,mp-13126  ,ZrN       ,     200.0,     199.0,63.0      ,0.33      ,2.06      ,  52.61535,    15.362,0.4469147249999992
115       ,mp-1352   ,ZrN       ,     247.0,     247.0,137.0     ,0.26      ,2.06      ,  52.61535,    19.736,         0
116       ,mp-1459   ,TaN       ,     338.0,     337.0,236.0     ,0.21      ,2.0       ,  97.47729,    31.425,0.027869393333334713
117       ,mp-14753  ,Li7TaN4   ,      83.0,      83.0,62.0      ,0.19      ,2.0       ,67.29852666666666,    10.123,         0
118       ,mp-14763  ,Ca3MnN3   ,      88.0,      88.0,50.0      ,0.26      ,1.94      , 36.340915,     7.034,0.010065444678564184
119       ,mp-14827  ,Li7NbN4   ,      82.0,      82.0,61.0      ,0.19      ,1.98      ,  37.95136,     9.709,         0
120       ,mp-1497   ,TaN       ,     284.0,     266.0,133.0     ,0.28      ,2.0       ,  97.47729,    22.597,0.4515790083333364
121       ,mp-15226  ,CrWN2     ,     262.0,     262.0,139.0     ,0.27      ,1.93      ,83.28093333333332,    20.837,0.15772873875000037
122       ,mp-15799  ,NbN       ,     298.0,     292.0,152.0     ,0.27      ,1.98      ,  53.45654,    22.881,0.2058320462500003
123       ,mp-1580   ,NbN       ,     305.0,     305.0,105.0     ,0.31      ,1.98      ,  53.45654,    23.054,0.20702062500000018
124       ,mp-15805  ,Mn3ZnN    ,     195.0,     195.0,110.0     ,0.26      ,1.61      ,44.78458166666667,    16.307,         0
125       ,mp-16334  ,Fe3PdN    ,     187.0,     187.0,85.0      ,0.3       ,1.69      ,58.757233333333325,    14.337,         0
126       ,mp-17518  ,Sr2TaN3   ,      69.0,      67.0,36.0      ,0.27      ,2.19      ,94.19152666666668,     5.423,         0
127       ,mp-17701  ,Sr2NbN3   ,      72.0,      70.0,36.0      ,0.28      ,2.19      ,64.84436000000001,     5.351,         0
128       ,mp-17892  ,Ca2VN3    ,      96.0,      93.0,47.0      ,0.28      ,1.94      ,35.00873333333333,     7.418,         0
129       ,mp-1804   ,Fe3N      ,     207.0,     207.0,95.0      ,0.3       ,1.56      ,  34.92585,    15.249,         0
130       ,mp-1933   ,Cu3N      ,     116.0,     116.0,28.0      ,0.35      ,1.45      ,  38.77635,     9.816,0.1865473844049994
131       ,mp-20133  ,NbCrN     ,     283.0,     277.0,149.0     ,0.26      ,1.98      ,52.969726666666666,    22.739,0.010800136666668791
132       ,mp-2033   ,Ni3N      ,     197.0,     197.0,72.0      ,0.33      ,1.49      ,36.350049999999996,    14.348,         0
133       ,mp-20362  ,Mn3NiN    ,     121.0,     121.0,49.0      ,0.32      ,1.61      ,42.54604833333333,     8.842,0.06006319499999968
134       ,mp-20999  ,La3InN    ,      74.0,      74.0,45.0      ,0.25      ,1.95      ,89.24339000000002,      6.28,         0
135       ,mp-21264  ,OsN2      ,     363.0,     355.0,205.0     ,0.24      ,1.85      ,102.11834999999999,    30.973,0.2723687167466675
136       ,mp-2132   ,CrN       ,     181.0,     181.0,87.0      ,0.29      ,1.66      ,   33.0014,    13.655,0.04801074875000033
137       ,mp-21476  ,Fe2N      ,     244.0,     244.0,88.0      ,0.34      ,1.56      ,  34.92585,    16.505,0.0550771841666684
138       ,mp-21609  ,SrCuN     ,      68.0,      68.0,33.0      ,0.29      ,2.19      ,55.057566666666666,     4.589,         0
139       ,mp-248    ,Fe2N      ,     244.0,     244.0,86.0      ,0.34      ,1.56      ,  34.92585,    16.688,0.05865151972222549
140       ,mp-251    ,TaN       ,     327.0,     327.0,91.0      ,0.33      ,2.0       ,  97.47729,    25.558,0.3319607883333351
141       ,mp-256    ,LaN       ,     122.0,     122.0,67.0      ,0.27      ,1.95      , 76.456085,    10.149,0.014073262500000183
142       ,mp-2634   ,NbN       ,     314.0,     312.0,207.0     ,0.23      ,1.98      ,  53.45654,    26.279,         0
143       ,mp-2701   ,NbN       ,     315.0,     315.0,189.0     ,0.25      ,1.98      ,  53.45654,     24.61,0.04022111249999938
144       ,mp-27488  ,Ta3N5     ,     242.0,     240.0,94.0      ,0.32      ,2.0       ,  97.47729,    17.928,         0
145       ,mp-27953  ,Mo2N      ,     302.0,     298.0,78.0      ,0.37      ,1.9       ,54.973349999999996,    20.686,0.004058545833331095
146       ,mp-2811   ,MoN       ,     334.0,     320.0,192.0     ,0.25      ,1.9       ,54.973349999999996,     26.52,         0
147       ,mp-2828   ,HfN       ,     266.0,     266.0,149.0     ,0.25      ,2.08      ,  96.24835,    22.825,         0
148       ,mp-2857   ,ScN       ,     200.0,     200.0,155.0     ,0.19      ,1.84      , 29.481306,    21.086,         0
149       ,mp-29026  ,MnWN2     ,     289.0,     288.0,107.0     ,0.33      ,1.93      ,84.26158166666667,    20.329,0.14787540093750096
150       ,mp-29076  ,FeWN2     ,     227.0,     222.0,104.0     ,0.27      ,1.93      ,   84.5639,    19.749,0.28997651468750085
151       ,mp-29136  ,Sr6Cu3N5  ,      61.0,      61.0,26.0      ,0.31      ,2.19      ,55.057566666666666,     3.656,         0
152       ,mp-29175  ,Ca2AuN    ,      59.0,      59.0,31.0      ,0.27      ,1.94      ,83.68375633333333,     4.316,         0
153       ,mp-2979   ,ZnGeN2    ,     163.0,     163.0,93.0      ,0.26      ,1.42      ,50.685233333333336,    14.105,         0
