Number,MP_id,Chemical Formula,Bv,Br,Gr,poisson_ratio,Rx,Aw,H_predicted,e_above_hull
531,mp-7832,BW,342.0,342.0,192.0,0.26,1.93,97.3255,26.698439338330417,0
532,mp-7857,TiB,208.0,207.0,188.0,0.15,1.76,29.339,27.935744224768463,0
533,mp-7892,Mn2AlB2,221.0,215.0,154.0,0.21,1.61,30.91019453333334,21.548101162776888,0
534,mp-7927,Nb4N5,271.0,268.0,149.0,0.26,1.98,53.45654,21.53275129936879,0.02868806505822441
535,mp-8044,V2PC,228.0,227.0,144.0,0.23,1.71,31.308654,20.203565440073206,0
536,mp-8045,V5P3N,214.0,207.0,91.0,0.31,1.71,31.97398733333333,15.16829338108185,0.06677701055555652
537,mp-8046,Ta4N5,294.0,291.0,162.0,0.25,2.0,97.47729,25.011822363113055,0.0309478681746036
538,mp-8048,NdNi4B,148.0,148.0,69.0,0.3,2.06,71.2488,11.261409681217705,0
539,mp-8101,WN2,311.0,309.0,41.0,0.4,1.93,98.92335,26.45310426833438,0.6573668804366655
540,mp-8102,W3N4,315.0,315.0,85.0,0.36,1.93,98.92335,22.54207329169477,0.3743266742857152
541,mp-8282,Ti2N,204.0,204.0,108.0,0.26,1.76,30.93685,16.701455158685704,0
542,mp-8307,CaNi4B,134.0,132.0,61.0,0.3,1.94,36.52746666666667,9.819324349237782,0
543,mp-8308,Ca3Ni7B2,103.0,103.0,53.0,0.28,1.94,36.52746666666667,7.794957764938763,0
544,mp-8370,Ni3GeC,141.0,141.0,32.0,0.37,1.49,47.781366666666656,11.385286804925263,0.3402785399999999
545,mp-8499,Ho2Cr2C3,168.0,167.0,67.0,0.31,1.75 ang,76.31237333333333,13.331132147227146,0
546,mp-8577,Sc3GaC,100.0,100.0,85.0,0.17,1.84,42.22987066666666,13.275206479381266,0
547,mp-864954,MgMoN2,247.0,246.0,181.0,0.2,1.9,44.750566666666664,24.674322002223974,0
548,mp-8670,Ca3CrN3,86.0,86.0,51.0,0.25,1.94,35.36026666666667,7.16179977004011,0
549,mp-867221,Ce3(TaN3)2,169.0,165.0,82.0,0.29,2.0,111.69019333333335,13.534044753903425,0
550,mp-8771,Lu2(NiB2)3,195.0,194.0,138.0,0.21,2.17,81.49046666666668,19.82540483297401,0
551,mp-8772,ScB12,218.0,218.0,180.0,0.16,1.84,27.883456,27.441881557796023,0
552,mp-8780,Cr2N,285.0,285.0,136.0,0.29,1.66,33.0014,20.25375413198222,0
553,mp-8804,Li6MoN4,84.0,83.0,67.0,0.18,1.9,38.96256666666667,10.536537814202946,0
554,mp-8818,Ca2ZnN2,82.0,78.0,42.0,0.26,1.94,39.83123333333334,7.018269848140607,0
555,mp-889,Cr3B4,300.0,298.0,209.0,0.21,1.66,31.40355,27.334717283237232,0.016445590476189764
556,mp-8927,TaCuN2,206.0,200.0,36.0,0.36,2.0,86.16686,19.002281994356927,0.12649085313499953
557,mp-8978,CsNbN2,96.0,96.0,28.0,0.36,2.98,79.93951063333334,6.583280843603653,0.007796012187499812
558,mp-8996,Sc3RuC4,186.0,174.0,107.0,0.25,1.84,52.67887066666666,16.364502636436555,0.0024854549999986375
559,mp-9029,Ca3VN3,87.0,87.0,50.0,0.26,1.94,35.00873333333333,6.860319085244779,0
560,mp-910,NbC,300.0,300.0,193.0,0.23,1.98,52.45854,25.572316988487906,0.04087414333333328
561,mp-9208,V2B3,282.0,279.0,235.0,0.17,1.71,30.87625,31.444262162317727,0
562,mp-9211,Tm2Fe2Si2C,137.0,134.0,82.0,0.24,2.22,66.2188525,12.839536267662682,0
563,mp-925,VN,319.0,319.0,155.0,0.28,1.71,32.4741,22.898322747934984,0.1901050299999998
564,mp-9306,Sr2ZnN2,67.0,65.0,33.0,0.27,2.19,55.67856666666666,5.242037794698575,0
565,mp-9307,Ba2ZnN2,54.0,51.0,22.0,0.3,2.53,72.24756666666666,3.4408561488792966,0
566,mp-9312,PrNiC2,143.0,133.0,82.0,0.25,2.47,70.53724999999999,12.834067040822015,0
567,mp-9325,Sr3MnN3,55.0,50.0,31.0,0.25,2.19,52.18824833333333,4.245308082710496,0
568,mp-9382,SrZrN2,150.0,150.0,108.0,0.21,2.19,64.28356666666666,15.467184358109941,0.013333048749998966
569,mp-9383,SrHfN2,156.0,156.0,115.0,0.2,2.19,93.37223333333334,17.25316260233322,0.032027861250000456
570,mp-9459,Y4C5,102.0,100.0,48.0,0.28,2.12,50.458275,8.321149175758093,0
571,mp-9460,Zn3N2,130.0,130.0,57.0,0.31,1.42,39.70785,9.772580960539198,0
572,mp-9517,SrTiN2,123.0,120.0,38.0,0.32,2.19,49.83123333333333,10.19619499441896,0
573,mp-9587,TaMoN,291.0,289.0,160.0,0.26,2.0,96.96486,23.6078898197255,0.018784728888892488
574,mp-960,B2Mo,301.0,297.0,143.0,0.28,1.9,53.3755,22.777995313132237,0.15610616166666524
575,mp-971911,ZnN,129.0,123.0,25.0,0.41,1.42,39.70785,9.602806940158487,0.4746405412700003
576,mp-972036,WN,301.0,280.0,66.0,0.39,1.93,98.92335,21.476831923667966,0.29030433750000206
577,mp-973756,Lu2Mo2C3,167.0,165.0,88.0,0.27,2.17,94.30590000000001,14.093591294802538,0
578,mp-973933,NiN,230.0,226.0,10.0,0.46,1.49,36.350049999999996,27.21348429163681,0.304866753373334
579,mp-974435,Re3N,364.0,358.0,196.0,0.27,1.88,100.10685,27.32412571403946,0
580,mp-982734,WN2,258.0,248.0,33.0,0.34,1.93,98.92335,28.284324437007832,0.2218903421033307
581,mp-983565,CuBSe2,77.0,77.0,46.0,0.24,1.45,51.10566666666667,7.207480474048527,0.012281518888889842
582,mp-9880,YB2C,183.0,171.0,137.0,0.19,2.12,37.24251666666667,20.083526389212814,0
583,mp-989513,SrWN3,108.0,96.0,44.0,0.3,2.19,95.15556666666669,8.920845644496184,0.003406784999999246
584,mp-989524,LaWN3,174.0,167.0,41.0,0.35,1.95 ang,112.25072333333334,15.024380415782817,0
585,mp-989554,LaMnN3,131.0,130.0,43.0,0.33,1.95 ang,69.283405,10.359336934998874,0.013571641999995165
586,mp-989564,LaOsN3,221.0,221.0,100.0,0.3,1.95 ang,114.38072333333334,17.014771851507824,0.053189756000001864
587,mp-989576,YWN3,182.0,158.0,29.0,0.37,2.12,95.58418333333334,17.243574776697024,0.04592585750000033
588,mp-989609,YWN3,150.0,139.0,68.0,0.29,2.12,95.58418333333334,12.410242634336443,0.022426255499999215
589,mp-989613,TiPN3,176.0,160.0,62.0,0.31,1.76,30.949153999999997,13.965634586090315,0.02820930284133283
590,mp-989635,CaMoN3,109.0,102.0,43.0,0.31,1.94,50.00823333333333,8.407564787000425,0
591,mp-991,WN,376.0,374.0,139.0,0.32,1.93,98.92335,26.438506829944423,0.2882666775000011
592,mp-995434,Fe11MoC4,194.0,190.0,71.0,0.32,1.9,54.59856666666667,14.741043434335387,0.35617548718750136
593,mp-9956,AlCr2C,189.0,189.0,133.0,0.21,1.66,30.329446200000003,18.6813076084618,0
594,mp-9957,V2GeC,180.0,180.0,98.0,0.26,1.71,45.197399999999995,15.340555692738073,0
595,mp-9958,Ti2GeC,154.0,153.0,104.0,0.22,1.76,44.17256666666666,15.236158618570636,0
596,mp-9960,Y3TlC,75.0,75.0,63.0,0.17,2.12,101.76661666666666,10.346358130546895,0
597,mp-9961,Ti2CdC,113.0,110.0,44.0,0.29,1.76,57.429566666666666,10.011625718244167,0
598,mp-996161,Nb3AlC2,203.0,202.0,136.0,0.22,1.98,43.96620620000001,19.14874975585171,0
599,mp-996162,Nb2AlC,173.0,173.0,112.0,0.23,1.98,43.96620620000001,15.933302703855164,0
600,mp-9964,Ti3TlN,150.0,150.0,46.0,0.36,1.76,88.75233333333334,10.944013131913072,0.036463895999999885
601,mp-996940,TiReN3,264.0,264.0,116.0,0.31,1.88,82.69356666666665,18.995593356547253,0.07637415952399884
602,mp-9973,VB,273.0,272.0,229.0,0.17,1.71,30.87625,30.574371772864573,0
603,mp-997617,BOs,317.0,313.0,200.0,0.23,1.85,100.5205,28.020798003862247,0
604,mp-9981,Mn2N,198.0,198.0,98.0,0.29,1.61,34.4723725,14.740688170653423,0
605,mp-9985,NbNiB,239.0,239.0,136.0,0.25,1.98,54.136926666666675,20.160412666455507,0.003917297298848155
606,mp-9987,Nb2PC,225.0,223.0,136.0,0.24,1.98,45.29694733333334,19.460275117468605,0
607,mp-9988,Nb2CS,194.0,192.0,96.0,0.28,1.98,45.660693333333334,15.147432301952295,0.024733545078126085
608,mp-998893,YC,150.0,150.0,69.0,0.3,2.12,50.458275,11.138933256763062,0.3589795274999954
609,mp-998894,YC,68.0,68.0,7.0,0.4,2.12,50.458275,6.885124587526766,0.8089689174999961
610,mp-9989,Nb2AsC,207.0,205.0,114.0,0.26,1.98,59.94622666666667,17.305293389888526,0
611,mp-998903,TiN,258.0,258.0,30.0,0.37,1.76,30.93685,24.983498010187,0.8892165299999988
612,mp-998908,TiN,222.0,222.0,83.0,0.33,1.76,30.93685,14.990256333004202,0.30082030500000023
613,mp-999198,BMo,309.0,309.0,189.0,0.24,1.9,53.3755,25.4672695282701,0.01030059250000015
614,mp-999257,Sc2MnC,115.0,115.0,44.0,0.33,1.84,37.30155233333333,7.9040806448261645,0.8746723946875017
615,mp-999259,RuC,256.0,256.0,163.0,0.23,1.78,56.54035,22.985497373772994,0.36517847250000024
616,mp-999264,ReN,310.0,279.0,130.0,0.3,1.88,100.10685,23.438410486225592,0.39350648749999984
617,mp-999266,ReN,330.0,329.0,215.0,0.23,1.88,100.10685,28.50403428600015,0.3744867625000001
618,mp-999294,Pd3N,120.0,120.0,37.0,0.35,1.69,60.21335,8.930119309678151,0.3622111319050001
619,mp-999307,OsN,332.0,301.0,164.0,0.27,1.85,102.11834999999999,26.448926698672935,0.4381152788100007
620,mp-999308,OsC,388.0,376.0,99.0,0.37,1.85,101.12035,26.5148056990989,0.926809457500001
621,mp-999317,OsN,323.0,319.0,190.0,0.25,1.85,102.11834999999999,26.409494250361874,0.22799167381000096
622,mp-999355,NbN,237.0,209.0,38.0,0.42,1.98,53.45654,17.676373726224426,0.38314565249999966
623,mp-999357,NbN,249.0,244.0,120.0,0.25,1.98,53.45654,22.466303899256594,0.15606125499999912
624,mp-999377,NbC,251.0,246.0,134.0,0.27,1.98,52.45854,19.445597899287804,0.41000720833333304
625,mp-999388,NbC,218.0,214.0,72.0,0.31,1.98,52.45854,17.7947549612638,0.16840252083333418
626,mp-999473,ZnN,164.0,164.0,56.0,0.35,1.42,39.70785,11.61026724810632,0.5375284062700008
627,mp-999485,ZnN,132.0,132.0,14.0,0.42,1.42,39.70785,12.914893996569463,0.46050283127000036
628,mp-999503,MoN,277.0,247.0,52.0,0.4,1.9,54.973349999999996,20.171394707922666,0.24764224375000055
629,mp-999549,WN2,362.0,344.0,222.0,0.24,1.93,98.92335,29.81114359547601,0.027100050436665413
630,mp-9999,Ni(BMo)2,297.0,296.0,176.0,0.25,1.9,55.148133333333334,23.783652650916125,0
631,mvc-13303,VN,308.0,308.0,88.0,0.35,1.71,32.4741,20.893607640643765,0.18301387250000012
632,mvc-13455,MoN2,181.0,154.0,27.0,0.38,1.9,54.973349999999996,16.773384395217008,0.2670184313706674
633,mvc-14558,Mg2TiN2,112.0,105.0,68.0,0.23,1.76,28.72623333333333,10.839199899200688,0.18940066968853841
634,mvc-14629,Mg2MnN2,97.0,88.0,61.0,0.22,1.61,31.08324833333333,10.120618923943274,0.11594215825000198
635,mvc-15387,WN,342.0,314.0,140.0,0.31,1.93,98.92335,24.52374671117078,0.35901114000000156
